state,year,CE,DF,CA,SI,IR,IP,synthetic,generated_at
Jammu and Kashmir,2020,58.43999222986103,53.2793103707203,61.151657200184,77.16875897901146,57.681077447126476,66.71793703650066,True,2026-07-12T07:31:30.436957+00:00
Jammu and Kashmir,2021,58.222032678990985,51.20899435436059,56.88005551594318,75.5506890536741,49.97176674612398,57.84325604732138,True,2026-07-12T07:31:30.436957+00:00
Jammu and Kashmir,2022,52.65927567217229,62.02994567450324,69.09728838074716,83.33914830692852,61.43697630969638,70.3027646441355,True,2026-07-12T07:31:30.436957+00:00
Jammu and Kashmir,2023,63.654932448873645,58.044589224748954,64.86160616181188,85.0382974013983,62.83063260183869,76.42884180071526,True,2026-07-12T07:31:30.436957+00:00
Jammu and Kashmir,2024,46.76845153779611,48.483698799085204,66.55994214954947,83.1248066700513,52.97562667238302,71.16615582210744,True,2026-07-12T07:31:30.436957+00:00
Jammu and Kashmir,2025,50.67457828112774,52.662834605468184,59.936658537644135,82.58759264229447,66.39930649354756,70.73127206572241,True,2026-07-12T07:31:30.436957+00:00
Ladakh,2020,81.08730612089025,37.37137194960545,73.43158998987826,100.0,87.79311640684043,95.23135400748043,True,2026-07-12T07:31:30.436957+00:00
Ladakh,2021,76.08655099394014,42.70067609028801,80.60762050617898,100.0,78.87564732163433,93.58331859606157,True,2026-07-12T07:31:30.436957+00:00
Ladakh,2022,72.4322785892618,43.05024802445322,65.31631613481126,100.0,81.90523346217023,85.5840864610459,True,2026-07-12T07:31:30.436957+00:00
Ladakh,2023,78.34670884022198,45.452356850598726,69.78581804324014,100.0,82.80002513607582,100.0,True,2026-07-12T07:31:30.436957+00:00
Ladakh,2024,67.95093934773378,41.68956617825489,68.84639859726734,100.0,92.71868902830622,88.51732428518129,True,2026-07-12T07:31:30.436957+00:00
Ladakh,2025,84.92876816879405,53.003129817716804,72.41025261643036,100.0,86.99015000319429,96.87558664700097,True,2026-07-12T07:31:30.436957+00:00
Puducherry,2020,49.176151084432156,57.80636693997382,55.75880167765328,73.60933899589634,45.26700107139141,50.89570499088762,True,2026-07-12T07:31:30.436957+00:00
Puducherry,2021,35.24331010021369,54.78925054894143,52.133187430897415,53.86528979514961,32.149414111530334,43.079423186045865,True,2026-07-12T07:31:30.436957+00:00
Puducherry,2022,58.67599130714452,70.2442687161531,54.705242124425325,62.64770092327219,39.977984592676634,48.61220678856975,True,2026-07-12T07:31:30.436957+00:00
Puducherry,2023,43.16611967136056,50.947111199214895,54.34015469519356,55.398028149327025,39.657754768289294,43.67969416774507,True,2026-07-12T07:31:30.436957+00:00
Puducherry,2024,46.55188791539336,61.15437879311718,47.434189216828315,70.56444933901129,42.09390246267948,55.09432601870262,True,2026-07-12T07:31:30.436957+00:00
Puducherry,2025,44.35256103068899,48.89736258837744,53.13003786157776,68.77780249860481,42.402716271221514,58.00812425778761,True,2026-07-12T07:31:30.436957+00:00
Chandigarh,2020,53.14448324615093,64.6137890422636,54.382776872237976,69.3504644304493,45.38118596629993,51.76250355380944,True,2026-07-12T07:31:30.436957+00:00
Chandigarh,2021,38.00663872232322,51.37548186725763,62.561537612465436,64.69220617610989,52.48532648986787,64.80110820201705,True,2026-07-12T07:31:30.436957+00:00
Chandigarh,2022,44.73966364562585,57.444436699080015,50.758596908124176,59.353551731549665,36.70365339746854,48.233212616886874,True,2026-07-12T07:31:30.436957+00:00
Chandigarh,2023,56.61830472131368,60.54379114365657,61.764329118339326,61.066727508380104,40.25467374186339,47.73194123040586,True,2026-07-12T07:31:30.436957+00:00
Chandigarh,2024,27.644637835368755,49.11514870742263,41.23401267913679,53.480041206706595,43.386575677996696,49.90129004768879,True,2026-07-12T07:31:30.436957+00:00
Chandigarh,2025,42.378868541545785,68.0951599816059,56.77375482635097,69.35069032526874,38.83956419243643,59.12973490578064,True,2026-07-12T07:31:30.436957+00:00
Andaman and Nicobar Islands,2020,42.89234294191909,55.032332595603535,56.53600275199335,62.211219844214185,33.28892409975896,47.84115926191651,True,2026-07-12T07:31:30.436957+00:00
Andaman and Nicobar Islands,2021,31.86663192025787,59.974402434689615,53.48696308778305,54.55051629255724,35.54564597063142,40.68457889085992,True,2026-07-12T07:31:30.436957+00:00
Andaman and Nicobar Islands,2022,43.35668416209549,70.53202448209682,60.91029670451107,56.32800759128066,38.926335782912325,50.56531317659159,True,2026-07-12T07:31:30.436957+00:00
Andaman and Nicobar Islands,2023,47.67377761704218,60.44477002359701,51.423079458823004,53.997818261222996,47.711340123971944,48.09324677543848,True,2026-07-12T07:31:30.436957+00:00
Andaman and Nicobar Islands,2024,45.453185437617876,70.88641224121413,48.78142096687103,60.877265926324846,38.935586525200094,40.718487042057454,True,2026-07-12T07:31:30.436957+00:00
Andaman and Nicobar Islands,2025,43.842531233961836,60.2990958083355,63.759177023688835,57.26371645710567,36.66645146624195,45.09223905021411,True,2026-07-12T07:31:30.436957+00:00
Dadra and Nagar Haveli and Daman and Diu,2020,63.781736884421335,48.7899992858129,61.73382519765568,82.83938064155979,64.23637300100488,72.14973203599632,True,2026-07-12T07:31:30.436957+00:00
Dadra and Nagar Haveli and Daman and Diu,2021,61.17316941210584,56.37498575146149,70.86168702562372,88.61840732251352,55.55940576440349,72.76998247313576,True,2026-07-12T07:31:30.436957+00:00
Dadra and Nagar Haveli and Daman and Diu,2022,54.09118366808303,52.683590099924416,56.97909854580125,90.13272990460949,58.364967889386755,72.56650502989287,True,2026-07-12T07:31:30.436957+00:00
Dadra and Nagar Haveli and Daman and Diu,2023,65.83314207496267,37.62579501855464,50.254273432354644,86.80038659078726,62.558182090347245,71.26906205748801,True,2026-07-12T07:31:30.436957+00:00
Dadra and Nagar Haveli and Daman and Diu,2024,50.50982432168752,52.957466911169966,72.06144780096317,87.1756608035832,61.54203357921927,73.70659464597553,True,2026-07-12T07:31:30.436957+00:00
Dadra and Nagar Haveli and Daman and Diu,2025,56.310001927407896,38.5157176627224,62.45626050494013,86.99689708703691,62.58822406434649,70.9729507396852,True,2026-07-12T07:31:30.436957+00:00
Lakshadweep,2020,56.15623268480044,42.5976801727342,63.26021383453504,75.96539538108578,59.056487754960294,72.95752937760471,True,2026-07-12T07:31:30.436957+00:00
Lakshadweep,2021,63.88429471550718,32.290178966503746,58.12002162219532,97.59651692535003,70.5059365825987,83.86872383709871,True,2026-07-12T07:31:30.436957+00:00
Lakshadweep,2022,55.018640853839464,55.5871306474894,58.71800158609872,87.32738856180468,54.04461298717051,73.82343434783425,True,2026-07-12T07:31:30.436957+00:00
Lakshadweep,2023,64.32444856248847,52.88744912375382,55.25422358049222,98.86079031136026,71.26188648665884,90.30736265729846,True,2026-07-12T07:31:30.436957+00:00
Lakshadweep,2024,64.18264418820496,39.6149481190166,65.51590597268793,93.52882149147611,65.13204015045655,76.88350873734893,True,2026-07-12T07:31:30.436957+00:00
Lakshadweep,2025,64.72671786289092,56.04934085725198,52.956964254521765,84.15735279860293,70.89925350829982,73.87295574424702,True,2026-07-12T07:31:30.436957+00:00
